628.9, 7407.8
624.2, 67112.9
587.3, 85935.4
625.6, 63875.3
648.3, 31673.7
575.9, 87830.4
629.4, 7315.4
633.7, 62349.9
633.5, 6626.8
820.4, 22510.3
640.7, 60694.4
629.4, 58936.9
623.0, 60011.0
807.5, 23069.7
642.1, 8187.4
885.1, 27586.9
642.0, 37554.6
870.3, 24343.1
637.0, 33761.4
578.1, 84934.7
609.2, 85591.3
637.1, 51886.5
633.8, 34496.5
864.9, 28651.0
638.5, 38373.8
828.1, 20667.0
733.5, 13882.6
587.4, 93401.2
554.1, 98349.6
615.7, 71358.2
640.6, 42199.8
630.0, 46478.4
724.1, 30593.5
628.0, 42985.8
555.4, 93486.0
614.4, 65602.3
836.4, 29544.0
651.8, 51450.0
613.9, 67588.1
748.1, 16275.8
592.5, 81345.3
569.4, 87442.2
563.2, 99196.8
632.1, 51326.7
712.1, 11769.1
568.7, 97510.0
560.0, 97363.8
626.5, 55536.8
564.4, 85864.2
567.4, 82071.3
595.1, 52748.8
747.2, 13930.1
610.4, 49984.2
689.6, 9264.6
949.7, 27300.7
856.9, 18842.6
630.8, 86503.9
574.7, 93174.3
576.5, 76139.4
713.2, 32346.2
585.0, 84395.2
536.5, 81920.8
585.4, 37329.1
590.4, 53691.3
725.7, 30341.4
601.0, 31659.4
617.6, 38964.4
695.1, 10628.6
580.6, 97968.9
612.8, 48102.4
596.7, 34915.2
595.8, 69728.6
552.8, 20721.1
585.1, 84639.1
611.4, 42328.0
581.1, 61593.5
568.4, 77963.2
556.6, 97609.7
550.9, 23913.0
543.7, 66676.7
514.0, 31018.0
526.7, 47305.5
495.8, 95413.7
421.8, 5298.1
535.0, 65813.2
486.4, 16909.1
533.0, 42923.3
493.1, 99795.9
515.1, 26451.3
513.4, 22616.9
535.5, 50516.3
502.4, 90335.5
526.2, 26384.9
532.5, 48481.7
524.9, 34107.6
512.2, 75608.9
