618.9, 7268.0
746.1, 66936.4
515.0, 85752.4
549.0, 63878.2
680.6, 31583.3
524.6, 87725.1
583.1, 7230.5
631.8, 61805.1
623.0, 6550.5
847.9, 22562.5
582.1, 60482.5
576.7, 58840.0
609.9, 59872.0
821.4, 23096.0
616.3, 8238.2
911.7, 27536.7
566.4, 37412.4
838.8, 24305.8
600.3, 33893.1
531.4, 85029.8
534.2, 85493.8
577.2, 52024.0
550.4, 34532.0
795.4, 28757.5
647.0, 38284.4
785.9, 20580.7
736.3, 13866.2
1346.6, 93440.4
531.6, 98174.9
539.1, 71190.5
557.4, 42069.8
558.4, 46247.6
688.9, 30846.9
574.9, 42993.1
519.6, 93678.5
544.1, 65577.5
815.9, 29540.0
554.1, 51262.9
542.9, 67788.4
782.7, 16212.0
636.5, 81414.9
542.9, 87717.1
550.4, 99208.7
569.9, 51466.9
639.7, 11793.5
718.8, 97428.7
503.3, 97273.8
563.1, 55640.7
539.4, 86158.2
526.7, 82050.5
554.4, 52999.6
651.3, 13960.0
608.1, 49915.3
614.8, 9323.6
903.3, 27085.1
797.8, 18737.5
1055.7, 86442.9
511.5, 93154.5
549.6, 76232.4
576.0, 32322.9
527.7, 83886.9
542.5, 81958.2
556.5, 37232.4
555.6, 54000.4
767.7, 30382.9
770.7, 31644.7
568.9, 38970.2
617.3, 10665.1
780.7, 97935.6
573.8, 48052.7
635.6, 35169.5
539.4, 69828.7
861.0, 20769.8
1239.3, 84627.3
572.1, 42491.6
544.0, 61707.6
549.2, 78089.8
506.7, 97987.3
793.5, 23786.2
557.5, 66735.3
719.2, 31038.9
562.7, 47086.5
538.2, 94986.9
561.7, 5336.7
670.0, 65651.3
744.5, 16993.8
616.8, 42789.5
526.7, 99694.5
790.4, 26303.3
803.1, 22685.1
674.3, 50553.8
582.4, 90172.4
813.3, 26310.5
743.9, 48204.0
550.5, 33998.2
553.0, 75705.1
747.5, 19472.4
743.0, 14994.9
652.9, 75817.8
836.4, 5295.3
786.8, 17496.4
1417.6, 96277.5
572.1, 36697.8
539.1, 85366.9
579.4, 31582.5
559.9, 61825.5
647.9, 12444.0
892.1, 25719.6
584.8, 79757.5
578.4, 7236.0
653.6, 85796.4
531.5, 91188.4
568.4, 72256.7
567.6, 31269.5
553.9, 76949.1
533.1, 84623.3
681.5, 12450.9
701.9, 56994.2
531.0, 96108.7
536.2, 6793.5
1485.6, 90329.8
625.9, 5186.2
1122.5, 83117.1
572.1, 42454.9
535.9, 99296.7
525.2, 94897.1
562.3, 69198.2
552.9, 49417.5
839.6, 29021.1
548.4, 64310.2
534.6, 5704.4
646.6, 84444.0
780.2, 23841.8
599.8, 73927.3
725.4, 20048.4
784.1, 44004.4
790.0, 19465.8
568.3, 7264.0
594.4, 47652.4
554.0, 44467.3
599.3, 6419.6
538.2, 5797.5
586.1, 82737.1
572.5, 9637.5
747.0, 37284.4
563.0, 33536.7
589.4, 35109.8
573.0, 50517.5
555.3, 49022.5
