Random waveform, supplied seed
Total number of intervals = 350 (7434, 67201, 85927, 63953, 31595, 87879, 7287, 62295, 6561, 22532, 60653, 59076, 60154, 22964, 8172, 27652, 37594, 24367, 33771, 84944, 85666, 51918, 34406, 28664, 38289, 20658, 13840, 93419, 98284, 71313, 42089, 46458, 30755, 42889, 93552, 65694, 29574, 51355, 67361, 16287, 81508, 87619, 99068, 51267, 11822, 97494, 97350, 55460, 85984, 82043, 52873, 13911, 49984, 9274, 27187, 18735, 86505, 93039, 75999, 32324, 84255, 81759, 37291, 53818, 30297, 31569, 38927, 10652, 98119, 48176, 34929, 69735, 20753, 84642, 42333, 61587, 77998, 97625, 23781, 66723, 31016, 47394, 95335, 5252, 65908, 16889, 42912, 99898, 26385, 22616, 50605, 90283, 26273, 48521, 34058, 75648, 19482, 15054, 75754, 5187, 17656, 96343, 36665, 85269, 31525, 61798, 12253, 25710, 79937, 7271, 85861, 91467, 72217, 31080, 76878, 84584, 12492, 57106, 96245, 6791, 90728, 5151, 82969, 42635, 99337, 95192, 69200, 49459, 29055, 64324, 5705, 84816, 23714, 74116, 19948, 44213, 19454, 7190, 47657, 44399, 6481, 5807, 83137, 9580, 37385, 33706, 35204, 50438, 48878, 42682, 27416, 64424, 64364, 5481, 26227, 26586, 86286, 24452, 26832, 29795, 46224, 84587, 63389, 46953, 90536, 12508, 38491, 97806, 11813, 39665, 53571, 63215, 78767, 8615, 67903, 16398, 53434, 38068, 9130, 69227, 37496, 83925, 51037, 33690, 51474, 73708, 98618, 81977, 91567, 48236, 91726, 52458, 70467, 71151, 65016, 42057, 78821, 60720, 39911, 10628, 73736, 7334, 91868, 76670, 10405, 26019, 55530, 29615, 66057, 55281, 21177, 88239, 70227, 23421, 97104, 6235, 58045, 23729, 40897, 53312, 87262, 81836, 92274, 47252, 75747, 80994, 98224, 7737, 37514, 10640, 90490, 92514, 89245, 73823, 46565, 21419, 66915, 31667, 72255, 99535, 9226, 67844, 71413, 97328, 55113, 53743, 15253, 90605, 25767, 93458, 95080, 88399, 95681, 33003, 98809, 64610, 51183, 20194, 7602, 46677, 5577, 23035, 57516, 62851, 38431, 25729, 19443, 19461, 42341, 5691, 40223, 29941, 41162, 43863, 20318, 93421, 48578, 40595, 17677, 78948, 9703, 9686, 7968, 15830, 8192, 79410, 76582, 54634, 72177, 15101, 8167, 44130, 53047, 97171, 81360, 77277, 38294, 11165, 74155, 12255, 52404, 17057, 6005, 85707, 79742, 58322, 26212, 69487, 29507, 51412, 67374, 55125, 53048, 12192, 36138, 60799, 36368, 39729, 95693, 40999, 65037, 12633, 50117, 62765, 12379, 49369, 39111, 52692, 24539, 61591, 47864, 16479, 75268, 8714, 13002, 77147, 43518, 27206, 55859, 37448, 45026, 99974, 64632, 49061, 80418, 16471, 35694, 13935, 79838, 48842)
Average QPS expected = 50036
Timestamp start: 1684937690363
Timestamp end: 1684938650838

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      353.6   348.9   160.7   201.6   212.8   305.8   363.4   398.6   426.7   461.5   504.4   569.9   991.0  5718.0 10600.2  51466.9    51267
read      443.2   855.0   160.7   204.2   218.2   360.4   424.6   463.7   491.5   522.6   561.8   639.7  2415.0  9970.8 32096.4  11793.5    11822
read      385.3   317.9   148.8   205.3   219.3   320.1   367.5   396.2   420.4   453.4   505.7   718.8  1694.7  3494.3  7970.8  97428.7    97494
read      326.6   237.9   160.7   200.2   211.8   298.9   344.4   369.8   389.2   412.4   445.3   503.3   692.5  3066.7  9175.2  97273.8    97350
read      347.1   337.1   160.7   198.6   210.1   303.6   357.8   390.3   416.2   449.6   494.2   563.1  1009.5  4227.8 11892.4  55640.7    55460
read      342.7   322.8   148.8   202.8   214.4   304.8   354.6   383.2   404.2   433.3   471.7   539.4   850.4  3389.9 10170.1  86158.2    85984
read      335.2   259.5   160.7   201.3   212.7   301.1   349.2   376.9   398.5   425.8   463.4   526.7   792.7  3018.3  9603.9  82050.5    82043
read      344.5   366.5   148.8   201.0   212.0   302.3   357.7   391.5   418.3   452.1   494.5   554.4   842.8  3873.3 13800.6  52999.6    52873
read      456.0  1051.9   160.7   198.5   211.7   351.2   417.3   460.7   492.7   527.4   570.3   651.3  2893.0 14589.6 32340.5  13960.0    13911
read      369.1   532.8   160.7   201.9   212.9   303.5   362.4   400.7   432.9   471.8   519.7   608.1  1288.8  6466.3 30991.2  49915.3    49984
read      444.2   995.8   160.7   208.1   224.6   350.5   402.5   433.2   458.0   488.5   529.6   614.8  2608.0  9205.2 37057.3   9323.6     9274
read      467.1   740.8   160.7   198.0   210.3   352.5   449.2   509.1   569.8   651.4   745.7   903.3  2111.0 11009.2 29334.8  27085.1    27187
read      527.1  1222.7   148.8   196.8   210.2   369.7   459.0   523.7   565.9   612.0   669.4   797.8  3751.3 15853.8 32047.8  18737.5    18735
read      408.2   496.4   160.7   206.3   220.2   318.9   366.5   397.4   426.0   467.6   544.9  1055.7  1764.6  4713.3 17312.8  86442.9    86505
read      332.4   332.6   148.8   202.8   214.2   300.1   345.8   372.6   393.6   419.1   454.4   511.5   705.6  3465.4 12394.7  93154.5    93039
read      347.5   307.1   148.8   203.4   215.5   307.9   360.1   390.7   414.4   444.7   485.2   549.6   862.1  4012.5  8074.6  76232.4    75999
read      362.0   401.9   160.7   197.6   209.1   311.3   386.7   426.1   452.4   481.5   516.9   576.0   942.2  4617.0 11994.6  32322.9    32324
read      336.4   305.9   160.7   201.1   212.4   301.3   350.8   379.0   400.3   427.7   464.9   527.7   744.4  3046.3 13234.3  83886.9    84255
read      338.6   240.1   148.8   203.1   214.6   304.2   355.7   385.4   407.5   436.5   477.2   542.5   775.5  2702.5  7333.8  81958.2    81759
read      345.4   383.6   160.7   199.3   209.7   293.3   364.4   407.3   436.3   467.8   504.7   556.5   821.9  4359.6 12746.5  37232.4    37291
read      351.9   477.1   160.7   199.6   210.6   297.2   352.3   388.4   418.0   455.3   498.9   555.6   879.9  6599.7 15539.5  54000.4    53818
read      409.0   694.5   160.7   198.0   209.4   317.4   408.9   454.0   485.4   524.9   599.1   767.7  1361.0  9807.7 31405.9  30382.9    30297
read      412.0   672.2   160.7   196.4   207.7   314.2   405.3   450.2   481.1   517.6   578.3   770.7  1847.4 10308.9 31178.6  31644.7    31569
read      349.9   303.5   148.8   195.7   207.1   301.7   369.8   411.9   440.7   472.2   509.2   568.9   919.7  4101.4  9357.0  38970.2    38927
read      437.6   898.3   160.7   201.1   214.5   354.1   411.3   446.4   473.7   504.3   542.1   617.3  2397.4  9208.3 35220.4  10665.1    10652
read      391.9   423.2   160.7   203.4   216.3   317.7   365.0   394.1   418.9   453.6   508.6   780.7  1716.8  3849.1 12933.3  97935.6    98119
read      350.6   346.2   148.8   197.6   209.3   306.1   367.3   404.7   434.5   468.7   509.9   573.8   828.9  4245.0 10741.2  48052.7    48176
read      376.0   296.3   160.7   198.8   210.6   317.1   397.3   440.5   469.9   503.7   547.4   635.6  1413.1  3860.3  8038.4  35169.5    34929
read      334.5   312.3   148.8   198.7   210.3   297.9   349.1   380.2   404.7   436.8   478.7   539.4   725.6  3309.4 10133.3  69828.7    69735
read      523.9  1169.0   160.7   199.4   211.9   377.9   469.5   532.2   585.5   648.7   727.3   861.0  4078.0 15146.9 36666.2  20769.8    20753
read      415.2   460.2   160.7   202.5   214.8   321.7   373.3   406.1   434.9   476.5   550.9  1239.3  1869.0  4378.0 12907.7  84627.3    84642
read      346.3   302.1   148.8   196.8   208.1   300.4   366.3   408.0   438.6   473.0   513.7   572.1   834.2  2911.9 11663.1  42491.6    42333
read      332.3   197.9   148.8   197.8   209.3   299.3   352.6   383.5   406.9   437.0   480.5   544.0   772.7  2023.7  7743.3  61707.6    61587
read      349.3   962.9   148.8   203.0   214.8   308.2   361.3   392.0   415.7   445.5   486.2   549.2   775.2  3525.7 12714.3  78089.8    77998
read      330.9   321.6   148.8   201.6   213.2   299.6   344.9   370.4   390.2   414.3   448.5   506.7   717.8  3326.0  9978.7  97987.3    97625
read      458.3   849.2   160.7   195.8   207.9   354.8   435.8   486.3   534.0   592.9   667.2   793.5  2844.2 11427.2 32186.7  23786.2    23781
read      350.2   401.7   148.8   201.5   212.9   301.2   351.9   382.6   406.5   440.4   486.7   557.5  1280.7  4552.1 14093.7  66735.3    66723
read      406.2   931.8   160.7   200.8   212.1   316.0   404.8   449.0   477.5   509.6   558.2   719.2  1483.4  8526.7 29172.3  31038.9    31016
read      344.9   287.5   160.7   201.0   212.1   299.8   360.7   401.5   432.9   467.7   508.0   562.7   793.4  3027.6  9268.8  47086.5    47394
read      348.1   317.2   160.7   205.5   218.8   309.9   358.6   386.8   407.8   435.3   471.8   538.2   829.7  3816.7 12285.8  94986.9    95335
read      428.4   860.3   173.5   219.6   240.9   327.0   362.6   383.3   399.5   421.1   454.3   561.7  2954.5 13516.1 39486.5   5336.7     5252
read      368.0   589.5   160.7   198.6   210.4   301.1   356.3   392.3   423.5   465.3   523.3   670.0  1491.8  3905.8 11911.2  65651.3    65908
read      467.3   832.6   160.7   198.7   211.5   373.4   454.5   507.5   547.9   593.1   648.7   744.5  2714.1 10826.2 31720.0  16993.8    16889
read      369.2   499.6   148.8   195.7   206.9   297.6   366.4   412.5   445.6   483.0   528.7   616.8  1232.6  7479.3 20029.0  42789.5    42912
read      342.1   558.9   148.8   200.2   211.9   301.4   348.2   375.0   397.2   424.9   462.6   526.7   892.3  4666.4 14391.0  99694.5    99898
read      423.2   515.6   148.8   194.8   206.7   346.2   435.5   484.1   524.2   581.4   661.1   790.4  1669.9  6443.4 18813.5  26303.3    26385
read      472.5   841.7   160.7   195.6   207.7   369.5   463.0   532.5   582.4   634.2   697.2   803.1  2343.4 10793.9 31886.0  22685.1    22616
read      381.1   532.7   160.7   199.8   211.6   309.8   373.7   415.7   447.3   487.4   540.9   674.3  1269.7  6977.4 27956.9  50553.8    50605
read      362.9   410.2   148.8   206.3   219.8   316.7   370.5   402.6   428.5   460.9   504.6   582.4   948.2  5321.7 13903.3  90172.4    90283
read      442.9   679.0   160.7   195.7   207.6   348.4   441.3   499.3   550.5   620.1   697.1   813.3  1886.8  8355.0 27246.4  26310.5    26273
read      385.0   512.5   160.7   197.8   209.4   303.8   365.4   407.8   442.3   483.7   540.6   743.9  1599.4  6179.2 26331.0  48204.0    48521
read      344.9   287.4   148.8   194.7   205.8   302.0   373.5   413.6   439.1   467.5   500.8   550.5   817.9  2888.9  8076.6  33998.2    34058
read      345.0   265.6   148.8   199.5   211.1   305.3   358.3   389.4   413.5   443.6   485.0   553.0  1027.8  3268.2  8908.3  75705.1    75648
read      474.3  1024.6   160.7   198.2   210.6   358.6   431.3   480.9   524.8   577.0   639.8   747.5  2895.6 11514.1 34994.2  19472.4    19482
read      506.5  1157.5   160.7   198.4   211.8   368.2   451.3   502.4   535.3   572.2   621.3   743.0  4274.5 15371.9 40596.0  14994.9    15054
read      377.6   511.7   160.7   200.8   212.8   306.4   357.6   388.3   413.7   450.2   504.8   652.9  1712.0  5629.4 29041.5  75817.8    75754
read      511.1  1496.4   160.7   220.1   242.3   334.2   374.3   397.4   415.7   438.1   484.9   836.4  4421.6 30868.0 37351.7   5295.3     5187
read      490.3   919.8   160.7   198.4   211.9   374.0   461.6   526.3   568.2   613.3   670.2   786.8  3369.7 11321.5 35232.1  17496.4    17656
read      439.7   522.6   160.7   206.4   221.6   337.9   386.2   418.1   446.0   486.8   569.7  1417.6  1882.9  4669.2 14799.3  96277.5    96343
read      355.9   376.5   148.8   197.2   208.7   305.3   375.0   415.6   444.1   475.3   513.6   572.1   903.3  6004.7 12706.9  36697.8    36665
read      343.9   264.4   160.7   205.5   218.5   309.2   358.3   386.5   407.0   434.7   473.2   539.1   806.5  3413.6  6903.4  85366.9    85269
read      354.7   237.2   160.7   198.3   209.5   308.4   389.6   429.9   456.1   484.9   519.7   579.4   965.5  2851.2  8344.1  31582.5    31525
read      352.4   420.5   160.7   203.1   214.3   303.6   356.2   389.2   415.5   449.8   494.9   559.9   982.6  6506.3 15868.1  61825.5    61798
read      475.0  1065.0   160.7   202.7   216.1   357.0   414.1   449.4   478.2   513.1   555.9   647.9  3810.5 11467.2 36575.0  12444.0    12253
read      495.4   769.9   160.7   204.7   217.8   374.5   484.3   560.7   617.8   679.1   758.2   892.1  3415.2  8350.4 31398.8  25719.6    25710
read      360.4   382.4   160.7   204.3   216.8   306.6   359.3   391.8   418.2   452.7   501.0   584.8  1346.6  4133.1 11530.9  79757.5    79937
read      448.9   959.1   160.7   213.0   231.7   347.9   393.6   419.2   436.6   462.7   498.2   578.4  3602.5 12310.2 31325.7   7236.0     7271
read      375.6   401.4   160.7   203.6   216.2   307.7   357.7   388.9   414.3   449.8   503.8   653.6  1725.6  4303.7 15309.7  85796.4    85861
read      340.4   303.5   160.7   201.8   213.1   302.1   350.5   377.6   398.6   426.0   464.4   531.5   865.9  3899.8  9924.7  91188.4    91467
read      345.8   220.2   160.7   204.8   216.9   306.0   359.7   391.9   417.6   451.6   497.0   568.4   975.2  2926.8  7050.3  72256.7    72217
read      352.7   255.1   160.7   201.2   211.8   304.4   387.9   428.5   455.5   484.4   517.0   567.6   805.2  3598.9  8001.4  31269.5    31080
