384.0, 29881.8, 1683876732437, 1683876742582
389.9, 30083.3, 1683876744091, 1683876754218
392.2, 29993.9, 1683876755726, 1683876765837
396.1, 29899.2, 1683876767347, 1683876777456
395.8, 29961.0, 1683876778971, 1683876789081
389.4, 30029.0, 1683876790588, 1683876800699
380.1, 30087.5, 1683876802207, 1683876812312
386.3, 30000.3, 1683876813821, 1683876823932
393.7, 30067.6, 1683876825444, 1683876835555
393.6, 29944.0, 1683876837065, 1683876847173
390.4, 30053.4, 1683876848681, 1683876858787
390.8, 30075.5, 1683876860300, 1683876870409
387.1, 30036.5, 1683876871918, 1683876882021
387.7, 30114.7, 1683876883533, 1683876893645
396.7, 29986.5, 1683876895155, 1683876905259
385.1, 30095.7, 1683876906769, 1683876916882
388.9, 30086.4, 1683876918394, 1683876928507
388.6, 30009.8, 1683876930017, 1683876940129
379.2, 30107.8, 1683876941638, 1683876951748
