392.2, 29961.5, 1683876180032, 1683876190209
425.8, 30095.9, 1683876191719, 1683876201845
387.9, 29925.4, 1683876203353, 1683876213462
388.5, 29985.8, 1683876214970, 1683876225081
388.1, 29988.8, 1683876226593, 1683876236723
400.2, 30049.9, 1683876238237, 1683876248351
396.6, 29947.4, 1683876249860, 1683876259976
387.1, 30073.7, 1683876261485, 1683876271595
385.3, 29980.3, 1683876273106, 1683876283217
390.9, 30060.7, 1683876284730, 1683876294844
402.1, 30098.5, 1683876296353, 1683876306465
397.4, 30137.0, 1683876307976, 1683876318088
399.5, 30074.6, 1683876319601, 1683876329715
388.4, 30034.6, 1683876331228, 1683876341333
388.2, 30109.2, 1683876342844, 1683876352957
393.3, 30009.4, 1683876354466, 1683876364573
396.5, 30073.5, 1683876366083, 1683876376195
383.7, 30089.7, 1683876377710, 1683876387819
390.5, 29991.4, 1683876389332, 1683876399442
