Random waveform, supplied seed
Total number of intervals = 220 (7434, 67201, 85927, 63953, 31595, 87879, 7287, 62295, 6561, 22532, 60653, 59076, 60154, 22964, 8172, 27652, 37594, 24367, 33771, 84944, 85666, 51918, 34406, 28664, 38289, 20658, 13840, 93419, 98284, 71313, 42089, 46458, 30755, 42889, 93552, 65694, 29574, 51355, 67361, 16287, 81508, 87619, 99068, 51267, 11822, 97494, 97350, 55460, 85984, 82043, 52873, 13911, 49984, 9274, 27187, 18735, 86505, 93039, 75999, 32324, 84255, 81759, 37291, 53818, 30297, 31569, 38927, 10652, 98119, 48176, 34929, 69735, 20753, 84642, 42333, 61587, 77998, 97625, 23781, 66723, 31016, 47394, 95335, 5252, 65908, 16889, 42912, 99898, 26385, 22616, 50605, 90283, 26273, 48521, 34058, 75648, 19482, 15054, 75754, 5187, 17656, 96343, 36665, 85269, 31525, 61798, 12253, 25710, 79937, 7271, 85861, 91467, 72217, 31080, 76878, 84584, 12492, 57106, 96245, 6791, 90728, 5151, 82969, 42635, 99337, 95192, 69200, 49459, 29055, 64324, 5705, 84816, 23714, 74116, 19948, 44213, 19454, 7190, 47657, 44399, 6481, 5807, 83137, 9580, 37385, 33706, 35204, 50438, 48878, 42682, 27416, 64424, 64364, 5481, 26227, 26586, 86286, 24452, 26832, 29795, 46224, 84587, 63389, 46953, 90536, 12508, 38491, 97806, 11813, 39665, 53571, 63215, 78767, 8615, 67903, 16398, 53434, 38068, 9130, 69227, 37496, 83925, 51037, 33690, 51474, 73708, 98618, 81977, 91567, 48236, 91726, 52458, 70467, 71151, 65016, 42057, 78821, 60720, 39911, 10628, 73736, 7334, 91868, 76670, 10405, 26019, 55530, 29615, 66057, 55281, 21177, 88239, 70227, 23421, 97104, 6235, 58045, 23729, 40897, 53312)
Average QPS expected = 50394
Timestamp start: 1684767562619
Timestamp end: 1684768663110

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      336.8   261.5   160.7   208.7   220.5   291.5   340.1   373.9   402.9   442.1   495.5   564.8   800.7  3147.0  6441.6  77013.2    76878
read      323.5   283.5   148.8   205.8   216.3   278.1   318.5   347.9   374.5   412.6   464.5   533.0   771.3  3740.3  8676.5  84545.2    84584
read      390.0   533.7   173.5   221.5   235.3   361.7   405.9   428.4   443.8   461.4   485.0   527.5   977.6  6942.8 25221.2  12499.6    12492
read      347.2   336.9   160.7   207.2   218.8   290.0   345.4   392.9   432.9   477.2   524.2   582.9   828.8  3528.9 11414.2  57071.8    57106
read      322.8   246.4   160.7   207.3   218.8   282.1   321.8   349.9   372.9   404.1   451.1   521.2   827.9  3576.3  7578.4  96184.0    96245
read      393.0   459.0   173.5   242.5   263.4   355.6   387.4   404.1   418.8   433.7   458.3   502.1  1356.2  7329.6 19821.2   6888.6     6791
read      321.7   171.5   148.8   208.2   220.0   288.2   333.8   364.5   389.2   420.8   462.4   522.8   652.3  2031.2  7567.4  90552.6    90728
read      380.2   529.9   187.4   252.7   275.9   348.0   373.7   390.5   401.3   418.0   437.7   483.8   688.9  5741.2 30974.9   5144.6     5151
read      330.1   187.9   148.8   210.2   222.1   294.8   344.0   376.7   402.5   435.0   477.8   539.3   674.1  1990.1  7236.2  82751.2    82969
read      360.0   249.3   160.7   211.7   224.4   310.6   387.3   439.0   472.8   507.1   546.0   600.1   735.7  2200.2  9297.4  42789.2    42635
read      322.7   194.5   148.8   210.7   222.7   293.2   336.6   364.5   386.6   414.4   452.8   508.2   641.2  1604.9  7549.4  99476.8    99337
read      327.7   156.8   148.8   212.3   224.4   297.8   343.9   372.7   395.7   424.4   462.9   522.4   658.9  1713.3  6208.6  95166.0    95192
read      343.9   242.7   160.7   212.2   224.4   303.2   357.6   394.5   424.7   462.7   509.9   574.0   708.4  2184.5  8262.2  69087.2    69200
read      358.7   277.7   148.8   212.0   224.1   305.6   372.8   424.6   461.8   501.5   543.8   597.8   773.3  3135.7  9253.2  49517.2    49459
read      383.7   301.8   160.7   216.5   227.9   329.9   424.7   468.5   495.2   523.6   555.9   609.1   859.6  3911.2 11488.4  29062.6    29055
read      352.8   350.5   160.7   211.6   223.3   296.3   348.3   390.0   425.4   468.8   518.9   580.4   855.0  4303.7 12836.8  64165.2    64324
read      391.8   551.8   187.4   249.9   271.9   354.1   381.8   397.4   408.9   425.3   447.0   495.3   903.1  8417.2 26603.4   5720.8     5705
read      331.7   261.7   148.8   210.5   222.2   290.3   334.2   364.4   389.7   423.8   470.8   538.3   751.4  3144.0 11301.7  84525.6    84816
read      393.6   460.5   160.7   218.5   229.7   347.6   432.5   468.0   491.3   516.4   546.5   596.4   954.3  4369.3 23134.0  23744.4    23714
read      342.4   381.2   160.7   210.4   222.2   291.7   339.0   372.7   402.4   444.5   495.8   561.0   779.4  4233.8 15363.8  74016.6    74116
read      390.4   345.2   160.7   220.0   232.2   363.4   434.6   464.6   484.2   504.6   533.3   579.9   838.1  4696.4 13856.1  19980.0    19948
read      370.2   297.8   160.7   214.4   226.1   310.2   387.1   442.6   478.7   516.2   558.0   617.2   857.6  3463.8  8922.6  44118.4    44213
read      407.5   508.0   160.7   222.6   236.0   371.8   442.9   473.1   494.2   517.5   547.2   600.3   965.4  6696.6 26984.1  19486.6    19454
read      404.6   475.6   187.4   245.8   267.8   369.7   402.3   422.3   435.3   455.4   480.8   531.5  1235.0  6688.9 22980.8   7135.6     7190
read      362.4   285.7   160.7   212.7   224.7   308.2   377.9   429.1   465.1   503.0   544.7   601.3   799.5  3428.2  8615.7  47608.8    47657
read      375.5   355.0   160.7   215.2   226.8   312.2   388.0   443.3   481.1   520.8   564.9   625.7   912.2  3970.8 12220.3  44538.8    44399
read      392.8   429.5   187.4   247.0   268.8   359.7   389.7   405.7   420.1   434.6   458.5   501.4   912.1  8105.1 13628.9   6479.0     6481
read      402.7   522.2   173.5   252.5   275.1   359.6   388.5   403.8   418.4   433.4   458.1   505.0  1550.6  7202.9 27945.3   5836.0     5807
read      338.0   242.5   160.7   211.3   223.2   294.4   341.2   373.1   400.1   435.7   484.5   552.0   862.5  3048.6  8030.9  82718.2    83137
read      403.2   487.9   173.5   235.7   253.7   370.2   406.4   426.3   439.6   457.6   479.3   522.5  1361.4  7572.6 14560.2   9619.0     9580
read      372.2   225.3   160.7   218.9   231.5   335.3   406.1   449.7   477.7   507.0   540.8   589.9   728.7  2395.9  8492.3  37322.4    37385
read      384.1   289.1   160.7   215.9   228.5   333.6   420.5   465.8   494.8   525.6   561.9   623.5   945.6  3207.5  9221.5  33735.4    33706
read      361.5   274.2   160.7   209.1   221.2   305.2   394.4   443.6   473.2   502.3   534.9   582.8   775.7  2975.1  9294.2  35102.6    35204
read      346.8   264.5   160.7   208.0   219.8   292.0   356.4   409.7   448.3   487.8   528.8   581.4   766.8  2704.5  8751.1  50481.6    50438
read      368.3   319.8   160.7   213.1   225.2   307.4   378.1   433.2   471.1   510.8   551.8   611.2   874.0  3911.9 11155.6  48884.8    48878
read      365.8   392.4   160.7   210.5   222.6   302.9   380.9   437.2   472.2   507.9   545.5   600.3   860.0  3977.8 11358.0  42714.2    42682
read      373.0   382.4   160.7   211.2   223.3   320.5   412.8   452.4   476.0   499.4   528.1   572.1   778.1  4902.9 10434.9  27338.6    27416
read      349.4   356.7   160.7   208.8   220.7   291.8   344.8   387.9   424.4   468.1   517.6   579.8   909.8  3978.6 11950.0  64266.0    64424
read      345.1   329.5   160.7   208.4   220.2   288.4   339.5   381.6   419.9   465.0   514.8   577.6   870.5  3596.8 12395.1  64354.0    64364
read      398.7   532.1   173.5   251.0   273.8   353.2   380.8   398.1   411.8   430.0   457.5   508.5  1502.7  7980.1 28423.5   5516.6     5481
read      397.8   427.5   160.7   219.3   232.1   351.4   434.2   470.7   493.5   518.1   547.2   601.2  1001.1  4534.5 15913.6  26142.4    26227
read      373.2   216.9   160.7   215.7   228.9   345.1   429.7   464.3   485.2   505.9   532.8   572.5   669.3  2174.3  8856.7  26488.8    26586
read      322.9   175.9   148.8   208.6   220.7   291.6   338.0   369.5   395.3   427.7   468.9   526.2   624.4  1155.0  8292.8  86225.8    86286
read      367.7   230.7   160.7   215.6   228.4   340.8   421.3   453.2   472.6   494.3   518.9   550.8   634.9  3077.7  8626.1  24522.0    24452
read      373.2   244.1   160.7   216.9   229.5   341.0   428.3   463.9   485.7   507.6   535.1   574.9   662.5  2735.0 10334.3  26810.6    26832
read      365.9   207.8   160.7   212.9   225.9   328.6   418.4   458.3   482.1   505.8   533.6   573.6   669.2  2618.6  8450.0  29679.2    29795
read      347.5   178.0   160.7   209.1   221.8   307.3   377.7   427.1   460.6   494.6   529.7   573.1   645.1  1044.7  7249.1  46230.8    46224
read      322.9   142.7   160.7   208.5   220.6   291.7   339.0   370.5   396.4   429.2   471.7   528.4   633.9  1365.8  5065.7  84667.8    84587
read      335.2   178.9   160.7   207.9   220.3   297.0   353.7   394.3   426.8   465.6   508.5   557.1   648.1  1183.8  7440.7  63369.8    63389
read      343.1   171.2   160.7   208.3   220.7   302.8   371.5   420.4   454.0   488.4   523.9   567.5   648.8   996.4  6719.6  46999.2    46953
read      316.7   157.4   160.7   207.6   219.5   285.8   329.6   360.2   385.0   416.7   458.9   515.7   621.9  1275.7  5623.3  90484.8    90536
