Random waveform, supplied seed
Total number of intervals = 220 (7434, 67201, 85927, 63953, 31595, 87879, 7287, 62295, 6561, 22532, 60653, 59076, 60154, 22964, 8172, 27652, 37594, 24367, 33771, 84944, 85666, 51918, 34406, 28664, 38289, 20658, 13840, 93419, 98284, 71313, 42089, 46458, 30755, 42889, 93552, 65694, 29574, 51355, 67361, 16287, 81508, 87619, 99068, 51267, 11822, 97494, 97350, 55460, 85984, 82043, 52873, 13911, 49984, 9274, 27187, 18735, 86505, 93039, 75999, 32324, 84255, 81759, 37291, 53818, 30297, 31569, 38927, 10652, 98119, 48176, 34929, 69735, 20753, 84642, 42333, 61587, 77998, 97625, 23781, 66723, 31016, 47394, 95335, 5252, 65908, 16889, 42912, 99898, 26385, 22616, 50605, 90283, 26273, 48521, 34058, 75648, 19482, 15054, 75754, 5187, 17656, 96343, 36665, 85269, 31525, 61798, 12253, 25710, 79937, 7271, 85861, 91467, 72217, 31080, 76878, 84584, 12492, 57106, 96245, 6791, 90728, 5151, 82969, 42635, 99337, 95192, 69200, 49459, 29055, 64324, 5705, 84816, 23714, 74116, 19948, 44213, 19454, 7190, 47657, 44399, 6481, 5807, 83137, 9580, 37385, 33706, 35204, 50438, 48878, 42682, 27416, 64424, 64364, 5481, 26227, 26586, 86286, 24452, 26832, 29795, 46224, 84587, 63389, 46953, 90536, 12508, 38491, 97806, 11813, 39665, 53571, 63215, 78767, 8615, 67903, 16398, 53434, 38068, 9130, 69227, 37496, 83925, 51037, 33690, 51474, 73708, 98618, 81977, 91567, 48236, 91726, 52458, 70467, 71151, 65016, 42057, 78821, 60720, 39911, 10628, 73736, 7334, 91868, 76670, 10405, 26019, 55530, 29615, 66057, 55281, 21177, 88239, 70227, 23421, 97104, 6235, 58045, 23729, 40897, 53312)
Average QPS expected = 50394
Timestamp start: 1684773764139
Timestamp end: 1684774864615

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      470.6   904.2   160.7   220.2   233.9   381.8   445.4   479.4   503.8   533.0   571.2   642.0  2983.2  9932.8 35643.2  11792.0    11822
read      356.1   458.4   160.7   207.7   219.8   288.2   330.0   359.0   383.8   420.1   475.1   584.0  1590.4  5512.0 18237.3  97478.4    97494
read      325.3   329.7   148.8   209.1   221.2   287.8   327.1   353.4   374.1   402.6   444.6   509.6   639.9  3903.8 11200.2  97407.8    97350
read      352.7   227.6   160.7   211.8   224.3   301.8   362.5   409.4   448.4   492.3   538.3   591.1   765.5  3208.2  7572.3  55402.6    55460
read      332.4   312.1   160.7   210.5   222.6   291.0   334.4   364.4   389.3   422.8   469.1   535.0   694.5  3584.4  9416.2  86220.0    85984
read      346.2   398.5   148.8   209.0   221.1   293.2   341.8   375.9   404.7   444.1   496.8   573.5   911.5  4313.9 12695.8  82117.4    82043
read      344.1   275.2   160.7   207.5   219.5   293.1   353.8   401.9   440.5   482.7   527.1   582.2   736.2  2578.0 10157.2  52756.4    52873
read      466.7   852.9   160.7   220.0   232.9   385.2   457.4   495.0   521.5   551.2   590.7   667.8  2431.9  9876.9 36707.9  13868.0    13911
read      359.7   371.3   160.7   208.1   220.1   295.6   362.0   414.0   452.5   492.6   534.5   588.2   950.1  4316.1 11072.6  50041.8    49984
read      465.3   838.2   173.5   225.2   241.6   376.7   428.8   455.8   473.4   496.4   528.1   602.7  3022.6 10234.7 35359.7   9335.2     9274
read      465.3   758.4   160.7   215.6   230.7   373.5   461.0   519.6   563.7   609.4   659.4   736.0  2007.0  9812.4 36409.1  27216.6    27187
read      474.2   879.7   160.7   215.3   229.1   375.3   469.2   518.0   549.1   584.2   625.5   692.5  2733.6 11422.5 36036.3  18761.2    18735
read      333.4   295.1   160.7   207.7   219.6   287.0   331.3   363.1   390.8   428.6   478.8   547.3   898.4  3368.3 12023.4  86386.0    86505
read      317.8   263.0   160.7   206.7   218.3   281.9   321.5   349.7   373.0   404.0   449.0   511.7   646.9  2799.4  9034.8  93045.8    93039
read      332.8   226.7   148.8   208.9   220.8   290.8   338.0   371.8   401.3   440.9   492.0   556.2   690.5  3051.8  7754.7  76054.6    75999
read      432.8   645.2   160.7   211.1   224.2   347.1   433.9   480.3   512.9   550.5   613.2   723.0  2153.6  7086.4 31365.8  32348.2    32324
read      326.4   245.5   160.7   207.3   219.2   285.5   329.1   360.0   386.3   422.4   470.9   537.8   733.9  3223.2  8709.9  84445.4    84255
read      326.3   268.8   160.7   207.0   218.8   284.5   327.4   358.1   384.5   421.0   471.2   538.0   718.8  3131.9  8145.3  81943.6    81759
read      360.3   259.4   160.7   209.1   221.5   305.8   390.7   444.3   477.4   510.5   546.4   592.2   729.0  2878.2 11615.1  37435.8    37291
read      346.0   255.5   160.7   208.1   220.2   293.7   351.4   399.5   439.2   481.6   526.6   582.3   749.4  3033.3  8879.1  53979.6    53818
read      439.6   638.4   160.7   212.9   226.5   357.2   443.8   491.5   525.9   567.6   625.2   727.4  1882.4  7671.2 30330.0  30215.2    30297
read      442.9   638.7   160.7   211.7   225.2   358.4   442.6   488.8   522.5   566.3   634.3   743.4  2097.8  9487.0 30143.6  31644.6    31569
read      362.2   320.8   148.8   209.4   221.8   305.0   387.1   439.5   472.7   506.0   541.0   589.8   780.1  3716.0 11505.7  39070.8    38927
read      481.1  1060.1   160.7   220.2   234.9   379.0   440.0   468.3   488.9   510.4   543.4   617.7  3056.9 11919.0 37204.4  10688.2    10652
read      363.1   362.8   160.7   208.7   221.0   293.4   337.9   367.7   393.6   430.2   489.1   626.9  1613.0  4087.2  9057.0  98207.2    98119
read      345.4   286.8   160.7   206.3   218.1   293.4   359.0   409.0   446.7   486.2   527.1   575.2   704.1  2716.7 11762.1  48224.2    48176
read      359.5   283.5   160.7   208.4   220.7   308.3   395.2   443.5   474.0   504.8   537.9   582.7   706.6  2747.7 10130.2  34970.2    34929
read      333.2   351.4   160.7   206.7   218.4   284.9   331.6   367.1   399.1   442.6   495.0   555.2   693.2  3376.3 12705.8  69951.8    69735
read      463.3   793.5   160.7   215.5   229.4   372.6   460.9   511.9   547.6   584.9   628.1   701.5  2394.1 11889.2 31568.1  20700.0    20753
read      339.9   292.8   148.8   207.4   219.4   288.0   333.3   366.3   395.4   434.7   489.5   565.5  1169.5  3423.2  8041.9  84516.4    84642
read      350.5   252.5   160.7   207.0   218.9   296.6   370.6   423.6   459.4   495.3   532.5   580.9   735.2  2835.4  8778.1  42299.0    42333
read      339.0   274.5   148.8   207.2   219.2   290.4   343.2   385.5   422.1   466.1   516.3   574.0   727.6  2763.4 11729.2  61633.2    61587
read      332.4   224.7   160.7   208.0   220.1   290.6   338.3   371.3   399.7   436.7   488.4   553.4   705.2  3077.8  7673.1  77830.8    77998
read      318.9   374.3   160.7   207.3   219.2   284.9   325.5   352.5   373.6   402.3   444.2   507.5   641.6  2691.4  8041.5  97563.2    97625
read      461.5   775.8   160.7   214.0   228.1   369.8   455.0   507.8   547.0   589.5   637.1   722.1  2470.0  8613.9 32157.3  23787.6    23781
read      349.0   292.0   160.7   208.2   220.4   294.8   350.8   393.4   428.8   472.4   523.9   589.1   911.0  3805.4  7967.2  66538.0    66723
read      493.4   968.1   160.7   214.1   227.8   364.4   453.1   504.2   542.9   593.1   669.5   827.6  3153.9 11603.7 33769.3  31043.0    31016
read      359.1   330.3   160.7   207.7   219.8   297.9   369.4   423.1   460.8   500.6   541.6   592.7   875.1  3985.7 14920.1  47558.0    47394
read      330.4   247.8   160.7   209.8   221.9   291.6   335.4   364.4   387.8   418.2   461.1   528.8   746.5  3368.9  8896.6  95277.6    95335
read      467.8   984.3   187.4   243.8   267.3   352.7   385.8   403.9   420.9   439.1   468.6   573.7  3574.1 11025.2 36093.3   5246.8     5252
read      342.4   257.0   148.8   207.3   219.3   291.5   345.0   387.4   422.5   466.0   517.0   579.0   870.6  3101.7  7232.4  65443.8    65908
read      479.9   875.7   160.7   217.3   230.7   384.2   468.9   515.3   545.9   578.7   618.6   691.5  3080.1 10963.5 32111.4  16854.8    16889
read      358.8   316.0   160.7   206.8   218.8   300.0   380.0   432.8   468.2   503.6   539.9   590.8   834.5  3713.4  9304.2  42846.2    42912
read      313.2   241.6   160.7   206.5   217.9   280.1   317.6   342.7   364.0   392.2   433.0   498.3   626.7  2756.0  8825.6 100093.6    99898
read      463.0   810.6   160.7   213.4   227.5   368.6   455.1   508.4   550.3   596.6   649.3   735.2  1993.2 11990.8 31427.9  26561.4    26385
read      473.1   798.6   160.7   216.0   230.6   374.5   465.9   523.8   563.2   604.0   648.1   726.6  2810.3  8730.3 31980.2  22516.0    22616
read      369.2   423.2   160.7   210.0   222.4   304.9   375.7   428.6   467.3   508.1   551.3   614.0   878.0  5493.6 16886.1  50537.0    50605
read      318.8   224.1   160.7   206.5   218.1   283.0   323.6   352.2   375.6   408.0   454.5   519.5   660.8  2783.9  7912.9  90506.0    90283
read      461.8   678.1   160.7   215.0   229.5   374.3   462.0   518.0   560.1   608.3   664.0   750.0  2052.7  8166.1 31379.6  26352.8    26273
read      367.0   260.9   160.7   210.6   223.1   310.4   383.3   434.5   472.0   512.8   556.4   620.3   939.3  3277.1  8777.3  48479.0    48521
read      429.2   681.1   160.7   213.5   226.7   343.2   431.2   478.6   511.2   546.8   599.4   707.2  1794.6  8270.2 31384.4  34194.0    34058
read      339.3   265.6   160.7   210.3   222.3   293.1   341.9   378.2   410.0   451.5   502.5   570.9   783.4  2922.0  8067.2  75689.6    75648
read      487.7   878.1   160.7   219.7   233.4   382.5   470.4   524.2   560.8   599.8   646.9   748.5  3312.9  9904.4 32439.7  19403.2    19482
read      492.9  1034.7   160.7   217.4   231.0   386.7   471.3   513.2   540.4   571.3   610.7   697.1  3255.4 11800.5 35280.9  15119.0    15054
read      339.5   239.2   148.8   208.2   220.3   292.2   341.6   377.8   409.6   451.6   503.3   571.4   876.6  3038.6  7436.3  75457.8    75754
read      482.0  1098.2   187.4   244.2   267.5   355.0   388.6   407.0   422.9   440.4   470.1   580.9  3877.7 15380.4 31892.7   5243.0     5187
read      480.8   897.2   160.7   219.3   233.2   384.5   476.8   527.1   559.2   591.7   633.6   718.1  2331.4 11276.1 36324.2  17768.2    17656
read      364.3   378.7   160.7   208.5   220.7   293.6   339.3   370.1   396.5   433.1   488.1   595.1  1655.8  3067.5 11954.7  96178.0    96343
read      362.5   294.2   160.7   208.3   220.7   306.9   392.2   441.5   472.6   504.3   538.3   587.0   804.1  3521.4 10036.8  36541.2    36665
read      324.3   225.5   160.7   207.8   219.7   287.0   330.4   360.7   385.7   419.6   466.4   532.9   658.6  3162.3  6057.8  85283.4    85269
read      421.4   507.0   148.8   212.6   225.7   345.5   435.7   483.1   515.9   551.7   604.9   715.6  1674.8  6339.0 24538.4  31372.6    31525
read      349.4   255.9   160.7   208.0   220.2   295.9   354.2   398.2   435.2   480.1   530.5   594.1   908.6  2986.0  8888.4  62094.8    61798
read      465.4   894.9   160.7   220.7   235.1   381.0   448.7   484.8   509.7   539.0   575.9   639.2  2723.2 11486.8 32104.0  12279.2    12253
read      500.5   934.1   160.7   217.1   231.6   381.3   472.9   535.2   578.8   624.4   678.4   774.3  3334.3 11471.0 32216.4  25709.4    25710
read      343.8   327.8   160.7   209.4   221.7   294.9   344.1   378.7   407.1   446.5   498.0   568.1   878.3  3485.6 12095.0  79750.0    79937
read      435.0   771.5   173.5   235.9   256.2   366.1   407.4   432.1   450.5   470.3   501.6   568.1  2266.6 10340.2 35898.6   7251.2     7271
read      324.7   248.0   160.7   208.4   220.4   287.1   329.8   359.9   384.9   418.7   466.6   533.8   669.4  2824.2  9242.7  85833.4    85861
read      323.5   261.0   148.8   207.2   219.1   285.2   326.0   354.0   376.6   408.5   455.2   520.5   678.7  3413.6  9892.4  91637.0    91467
read      328.3   223.6   160.7   207.5   219.4   286.6   333.5   368.6   399.6   440.4   490.8   549.5   690.9  2383.7  7917.3  72097.2    72217
read      363.0   323.1   160.7   208.6   220.8   310.8   400.1   444.2   470.7   497.4   527.3   569.3   714.8  4050.5 11893.7  31033.0    31080
read      332.1   236.0   148.8   208.0   220.0   289.4   336.2   369.9   398.9   438.2   490.4   555.9   731.1  2936.5  7612.9  76729.0    76878
read      322.3   277.9   160.7   206.4   217.8   282.6   324.1   353.9   378.7   414.2   464.2   531.1   660.8  2936.0 11038.7  84529.4    84584
read      398.3   475.3   173.5   223.6   239.0   369.4   414.1   436.1   453.2   470.6   497.1   542.6  1225.8  7045.0 20119.4  12495.8    12492
read      356.2   217.1   148.8   213.8   226.4   316.4   380.5   422.3   455.0   493.2   537.2   589.9   701.5  1722.7  8726.4  56943.6    57106
read      334.3   165.5   160.7   213.4   225.8   304.2   352.7   383.5   406.3   435.9   475.2   536.3   663.6  1815.0  5683.6  96143.6    96245
read      395.5   417.5   160.7   248.3   270.7   372.6   403.3   421.7   433.5   451.2   471.4   511.4   676.1  5851.0 15756.2   6853.0     6791
read      328.3   175.1   148.8   210.6   222.8   296.4   344.1   374.7   399.3   430.8   471.3   533.3   655.4  1505.7  7987.7  90523.2    90728
read      390.9   674.8   173.5   255.2   276.5   353.9   380.0   395.2   404.8   421.8   440.7   482.1   773.8  9052.9 36718.0   5202.4     5151
read      338.1   376.5   160.7   212.3   224.7   303.8   355.9   389.3   414.9   446.8   489.8   548.8   670.5  1978.4  7500.3  82515.2    82969
read      375.5   281.4   160.7   217.5   230.1   326.1   406.7   459.7   496.8   534.8   574.4   624.3   741.9  1957.6 12785.8  42815.2    42635
read      331.9   425.5   160.7   212.4   224.4   296.9   341.4   369.2   391.3   419.2   458.3   520.3   661.5  2668.1 10840.3  99408.0    99337
read      334.2   233.8   148.8   212.8   224.7   297.4   342.9   371.7   395.4   426.0   467.6   533.4   691.9  3191.9  8687.4  95159.2    95192
read      339.1   422.9   148.8   210.5   222.4   294.2   343.3   380.4   413.1   456.9   509.8   572.0   725.0  2687.4 10050.6  69329.0    69200
read      364.0   231.2   160.7   214.1   226.2   311.5   379.4   430.6   469.2   512.2   557.8   614.4   814.5  2918.6  8067.3  49480.2    49459
read      382.8   363.3   160.7   216.3   228.0   331.1   427.8   471.3   498.1   526.4   558.1   604.2   784.2  4251.6 13353.0  29153.8    29055
read      350.1   242.8   160.7   213.8   225.7   303.9   359.8   400.8   436.0   479.8   531.6   591.6   744.5  2304.5  9852.9  64320.8    64324
read      375.2   381.2   173.5   247.5   270.1   353.1   380.2   396.0   406.6   423.1   442.3   480.2   652.4  4731.1 15760.4   5692.2     5705
read      333.4   298.7   148.8   211.1   222.8   292.4   337.2   367.6   393.2   427.8   475.8   542.3   738.2  2878.9  8711.0  84334.6    84816
read      383.5   313.3   160.7   216.8   228.7   349.5   433.9   470.2   494.4   520.0   547.7   593.2   769.3  2766.3 13669.7  23785.4    23714
read      341.7   255.7   160.7   211.4   223.4   297.0   346.7   383.1   413.5   454.2   505.3   570.0   795.1  2847.5  8563.5  74018.4    74116
read      388.6   376.2   160.7   218.9   230.5   365.7   434.7   465.6   485.7   506.0   533.8   575.6   747.1  3668.7 13950.9  19996.8    19948
read      364.0   285.3   148.8   212.6   224.8   309.3   384.5   438.3   475.7   514.9   555.0   608.4   774.9  2924.6 14219.6  44121.4    44213
read      386.0   306.6   160.7   219.3   230.8   366.4   433.1   462.3   482.2   504.0   531.7   573.5   732.3  4534.7 12388.4  19513.0    19454
read      399.6   500.6   173.5   242.7   263.3   366.7   397.4   414.7   427.0   441.3   463.7   504.6  1065.7  8220.1 15878.4   7250.8     7190
read      362.7   311.4   160.7   213.5   225.5   309.0   378.3   428.1   464.9   504.5   545.2   593.9   775.5  3622.4  9537.6  47651.4    47657
read      359.4   281.6   160.7   211.3   223.4   303.3   378.2   433.7   471.5   510.1   549.0   599.6   755.7  3111.0  9321.9  44391.4    44399
read      395.5   414.9   173.5   247.3   269.1   365.4   396.1   413.7   427.1   442.8   465.0   506.7   934.3  5435.5 20822.6   6405.2     6481
read      391.5   411.4   173.5   251.2   273.6   360.0   390.5   406.9   421.3   435.8   461.4   506.7   844.7  7635.8 14039.0   5838.8     5807
read      335.5   215.1   160.7   209.8   221.8   293.7   343.6   379.1   408.2   446.3   494.6   560.7   738.3  2482.1  7742.1  82879.2    83137
read      387.8   361.3   173.5   230.8   249.0   369.6   405.2   425.3   438.3   456.2   476.5   519.2   764.8  6483.1 12343.8   9587.2     9580
read      366.6   246.5   160.7   213.0   225.6   322.0   400.3   446.8   477.2   510.1   544.5   591.3   735.8  2348.4  8098.4  37352.0    37385
read      373.5   418.7   160.7   211.4   224.0   317.0   405.8   452.7   481.5   510.4   543.2   589.4   758.4  5369.5 16345.7  33884.0    33706
read      368.3   301.7   160.7   209.5   221.7   311.9   409.0   459.8   490.2   521.7   556.6   603.4   731.4  3385.9 11164.2  35178.2    35204
read      362.3   238.4   160.7   211.7   223.9   306.2   381.1   437.8   475.3   514.3   556.8   620.7   876.4  2358.4  8698.6  50563.2    50438
read      362.2   348.7   160.7   209.1   221.4   299.3   370.4   426.4   465.2   505.4   548.3   608.0   837.2  3658.7 10962.9  49075.8    48878
read      378.4   430.5   160.7   211.3   223.6   309.3   394.8   452.2   489.5   527.9   569.4   626.8   902.8  6110.3 15811.1  42571.2    42682
read      387.3   315.7   160.7   214.3   226.8   338.3   435.4   474.8   499.3   525.7   555.3   605.2   847.4  3965.0 11215.1  27438.0    27416
read      341.3   182.4   160.7   209.0   221.6   302.3   362.5   403.3   436.4   475.0   518.9   571.6   672.8  1413.0  7707.5  64320.2    64424
read      338.9   193.1   148.8   208.7   221.3   300.2   358.2   399.8   432.7   470.2   514.2   567.0   657.4  1046.9  8774.5  64485.0    64364
read      373.4   362.2   173.5   249.1   273.6   353.6   380.3   395.6   405.5   421.1   436.8   471.5   584.0  5266.5 15436.8   5532.0     5481
read      381.8   267.9   160.7   220.2   235.2   359.8   429.2   462.7   484.6   506.9   536.7   579.0   675.0  2115.8 12662.8  26115.4    26227
read      378.8   189.8   160.7   219.7   234.3   359.3   430.0   462.8   484.2   506.3   535.1   577.8   681.1  1491.1  8217.1  26562.8    26586
read      330.4   171.4   148.8   208.5   221.1   297.7   348.5   381.4   406.4   438.4   480.6   539.2   671.0  1321.8  7777.0  86433.2    86286
read      375.4   308.5   160.7   214.3   227.4   343.5   429.6   462.3   483.5   505.8   534.1   575.2   678.6  3378.0 15195.2  24487.2    24452
read      372.7   209.3   160.7   213.8   226.9   336.6   432.1   469.3   493.0   518.2   546.7   588.9   688.2  1799.5  8206.4  26761.4    26832
read      372.2   254.5   160.7   213.4   226.4   330.3   427.7   468.0   492.1   517.6   546.8   590.1   689.0  1778.9 10024.3  29613.0    29795
read      354.5   212.8   160.7   209.5   222.4   310.6   385.2   436.5   470.9   505.7   543.8   591.3   686.4  1379.8  9286.9  46350.6    46224
read      328.3   187.7   160.7   209.2   221.6   296.0   344.4   377.2   403.1   435.5   477.2   535.2   642.0  1349.3  8627.5  85000.2    84587
read      339.0   187.2   148.8   208.1   220.7   299.5   357.3   399.0   433.1   472.4   517.2   570.6   667.7  1223.9  7615.8  63362.4    63389
read      347.7   196.3   160.7   207.2   219.9   305.2   376.5   428.8   463.5   498.6   535.0   580.8   665.5   980.3  8886.5  46631.2    46953
read      318.6   162.2   148.8   207.2   219.3   289.6   335.3   365.5   389.6   419.7   459.3   516.6   611.6   893.6  7823.8  90555.2    90536
