647.0, 7433.2
597.9, 67047.5
558.6, 86015.9
612.5, 63933.8
658.1, 31593.0
550.0, 87781.2
642.2, 7278.8
615.2, 62380.3
619.2, 6613.8
938.2, 22502.6
618.6, 60632.8
605.2, 58980.1
597.4, 60252.2
903.1, 23030.9
629.1, 8155.6
953.1, 27582.4
627.0, 37556.9
971.8, 24421.3
628.3, 33815.2
567.2, 84897.5
561.9, 85679.7
619.5, 51763.2
616.1, 34357.2
902.1, 28642.1
616.4, 38279.9
855.1, 20673.2
743.4, 13870.1
535.2, 93250.8
528.2, 98477.7
586.3, 71300.8
617.0, 42077.3
616.0, 46428.6
751.4, 30728.5
612.2, 43017.5
530.4, 93571.1
588.5, 65708.5
876.5, 29491.5
623.8, 51379.8
588.7, 67306.9
777.8, 16253.0
594.2, 81427.7
551.8, 87706.0
528.7, 98952.8
610.8, 51313.4
685.5, 11877.7
557.7, 97279.0
530.1, 97394.2
613.9, 55478.4
549.3, 85884.3
559.8, 82201.7
615.6, 52991.9
714.7, 13908.2
637.6, 49956.7
648.1, 9276.6
934.0, 27111.9
836.7, 18690.9
557.3, 86503.8
536.7, 93010.0
581.1, 76000.3
627.7, 32462.6
567.0, 84191.4
568.2, 81757.9
635.4, 37224.8
640.6, 53839.8
626.8, 30201.8
627.7, 31555.2
633.6, 38792.8
707.1, 10583.0
573.6, 98132.5
639.8, 48105.2
631.6, 35057.3
618.1, 69593.0
821.7, 20700.3
567.3, 84629.9
622.1, 42488.6
607.9, 61435.4
583.9, 78104.9
528.9, 97637.8
586.2, 23690.5
587.2, 66681.9
611.3, 31029.8
617.6, 47354.4
533.4, 95341.2
471.7, 5251.0
589.4, 65799.0
562.3, 17024.0
612.5, 42858.0
516.3, 99918.6
590.2, 26389.0
581.9, 22619.0
602.2, 50516.4
541.8, 90125.4
592.5, 26287.0
609.3, 48556.6
612.5, 34183.1
575.2, 75402.3
580.2, 19451.1
556.2, 15127.1
566.7, 75639.8
471.2, 5179.2
