617.2, 7437.2
569.9, 67254.7
523.7, 85964.9
571.6, 64054.2
668.6, 31558.4
531.8, 87836.1
613.1, 7300.3
584.3, 62255.9
592.6, 6601.3
801.2, 22433.6
557.3, 60547.7
560.3, 59011.0
555.1, 60190.1
815.2, 23056.4
603.7, 8163.4
902.5, 27663.4
576.0, 37435.7
870.5, 24353.4
788.2, 33692.5
529.9, 84866.5
543.6, 85675.6
561.5, 52025.2
614.3, 34431.0
921.1, 28671.0
581.3, 38301.2
770.7, 20695.3
675.2, 13872.6
508.4, 93360.5
486.3, 98347.9
538.6, 71487.3
554.0, 42153.3
566.2, 46524.2
863.6, 30720.4
566.7, 42984.8
493.7, 93688.0
544.8, 65651.6
873.1, 29575.9
559.2, 51491.7
546.6, 67267.7
690.7, 16253.5
529.5, 81494.9
505.1, 87432.3
486.7, 99109.2
556.1, 51187.9
636.8, 11853.8
497.7, 97320.0
488.4, 97184.6
560.3, 55433.3
519.7, 86064.1
516.1, 82076.1
556.0, 52910.1
665.0, 13854.8
563.7, 49913.8
623.7, 9293.7
900.0, 27062.5
742.1, 18813.4
513.6, 86515.2
499.7, 93013.0
534.0, 76078.0
753.0, 32241.5
535.7, 84010.7
535.1, 81850.6
586.4, 37199.3
582.7, 53694.6
763.6, 30197.9
752.7, 31562.5
588.6, 38868.2
608.0, 10642.6
522.8, 98001.4
578.0, 48180.9
576.0, 35015.5
568.3, 69783.1
748.1, 20764.4
542.3, 84656.0
557.0, 42480.1
558.1, 61631.3
528.5, 78061.7
492.7, 97595.9
765.8, 23759.7
1067.2, 66622.8
842.9, 30987.5
956.8, 47218.8
2186.3, 95334.6
477.7, 5303.0
1077.5, 65902.0
651.9, 16904.4
940.4, 42973.6
505.3, 99828.8
821.6, 26373.3
718.7, 22573.0
977.8, 50604.6
1603.6, 90427.7
779.0, 26156.2
995.7, 48541.6
873.2, 33964.8
1084.8, 75542.5
676.2, 19495.0
624.3, 15104.6
1097.8, 75721.4
470.0, 5219.7
