#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      266.2   196.3   148.8   183.6   192.5   244.2   273.6   293.5   309.2   327.5   349.8   382.1   466.8  2792.2  8414.0  30024.1    30000  1683793703885  1683793714025
read      266.5   219.9   148.8   181.4   190.8   244.2   275.0   295.9   312.4   331.3   354.0   386.3   464.1  2237.6 10867.9  30003.5    30005  1683793715536  1683793725657
read      264.8   219.8   148.8   182.1   191.2   242.4   272.0   291.8   307.2   325.1   346.8   379.4   462.4  2783.3 10252.0  30006.6    30010  1683793727167  1683793737270
read      263.2   201.2   148.8   181.6   190.7   240.4   270.1   290.3   306.4   325.7   348.9   380.8   464.4  2103.2  9290.8  30017.8    30015  1683793738778  1683793748890
read      265.5   227.6   148.8   181.9   191.4   242.9   272.3   292.2   307.6   325.3   346.8   375.8   456.4  2980.2 10088.2  30085.2    30020  1683793750400  1683793760502
read      263.1   204.8   148.8   180.3   189.8   241.0   271.3   291.4   306.9   324.9   346.6   376.1   457.2  2331.0  8730.9  30094.4    30025  1683793762015  1683793772125
read      261.1   198.0   148.8   182.3   191.3   240.3   268.0   286.2   300.1   318.0   340.3   370.6   449.5  2368.0  8592.3  29992.8    30030  1683793773635  1683793783745
read      262.8   206.0   148.8   181.0   190.2   241.2   270.1   289.4   304.3   321.6   343.8   374.0   455.1  2354.7  8694.0  30027.3    30035  1683793785252  1683793795357
read      275.4   201.8   148.8   184.0   193.3   251.5   286.1   308.1   324.2   343.4   366.8   400.1   524.5  2487.2  8492.1  30037.0    30040  1683793796868  1683793806978
read      270.3   220.0   148.8   183.5   192.5   247.2   279.3   300.1   316.6   336.2   359.9   393.4   479.0  2341.8 10155.7  30050.6    30045  1683793808488  1683793818594
read      272.7   207.4   148.8   185.3   194.0   249.5   283.0   304.8   321.1   341.3   365.5   399.0   488.8  2002.6  8607.3  30026.6    30050  1683793820105  1683793830214
read      264.7   197.4   137.8   180.7   189.9   241.7   273.3   294.8   311.2   330.1   352.9   386.0   469.0  2343.8  8789.4  30026.9    30055  1683793831727  1683793841833
read      267.3   179.9   148.8   181.6   190.8   245.6   278.2   299.1   315.3   333.5   355.2   387.1   476.8  2078.5  8016.8  30058.7    30060  1683793843341  1683793853448
read      271.2   205.2   148.8   182.9   192.1   248.2   282.4   304.4   320.4   339.9   362.7   393.8   477.3  2229.2  8954.5  29965.2    30065  1683793854958  1683793865073
read      273.4   223.2   148.8   182.3   191.9   251.2   285.9   307.1   321.7   340.0   362.2   393.3   476.4  2408.9 10741.2  30024.1    30070  1683793866586  1683793876693
read      266.8   183.1   148.8   183.5   192.4   245.5   276.1   296.6   312.6   331.0   353.8   386.2   471.4  1912.0  8220.6  29999.4    30075  1683793878204  1683793888312
read      264.6   179.9   148.8   181.6   191.0   243.3   273.9   294.7   311.0   330.0   353.5   386.9   469.3  1859.6  8352.0  30057.7    30080  1683793889821  1683793899932
read      267.7   191.0   148.8   183.5   192.4   246.0   276.8   296.9   313.0   331.5   354.4   387.2   467.7  2391.7  8644.2  30038.7    30085  1683793901441  1683793911560
read      264.9   210.8   148.8   182.7   191.7   243.6   273.1   293.1   308.5   326.5   349.0   382.4   467.1  1906.2 10736.6  30104.0    30090  1683793913070  1683793923179
read      268.9   225.0   137.8   181.3   190.7   245.9   278.9   300.1   315.9   334.8   357.9   390.5   473.6  2322.5  9377.3  30165.2    30095  1683793924691  1683793934798
